sexo,posse_de_veiculo,posse_de_imovel,qtd_filhos,tipo_renda,educacao,estado_civil,tipo_residencia,idade,tempo_emprego,possui_celular,possui_fone_comercial,possui_fone,possui_email,qt_pessoas_residencia,mau
2,0,0,0,5,2,2,4,54.83013698630137,-1000.6657534246576,1,0,0,0,2.0,False
2,1,0,0,4,2,2,4,51.1013698630137,15.432876712328769,1,0,1,0,2.0,False
2,0,0,0,4,2,3,4,45.2054794520548,20.605479452054794,1,0,0,0,2.0,False
2,0,0,0,2,2,2,4,25.78904109589041,6.090410958904109,1,0,1,0,2.0,False
2,0,0,0,4,2,3,4,44.38082191780822,9.345205479452057,1,1,0,0,2.0,False
2,0,0,0,5,4,2,4,63.84383561643836,-1000.6657534246576,1,0,1,0,2.0,False
2,1,0,0,4,2,2,4,40.89315068493151,3.5095890410958903,1,1,1,0,2.0,False
1,1,1,1,2,2,2,4,41.52602739726027,22.435616438356163,1,0,0,0,3.0,False
2,0,1,0,5,1,2,4,63.98630136986301,-1000.6657534246576,1,0,0,0,2.0,False
1,1,1,0,2,2,2,4,33.74794520547945,3.0904109589041098,1,0,0,0,2.0,False
1,1,1,0,2,2,2,4,32.131506849315066,8.764383561643836,1,0,0,0,2.0,False
1,1,1,0,2,2,1,4,32.09315068493151,1.841095890410959,1,0,0,0,1.0,False
1,1,1,2,3,4,2,4,41.56986301369863,21.687671232876717,1,0,0,0,4.0,False
1,1,1,1,2,2,2,4,31.53698630136986,10.427397260273972,1,0,0,0,3.0,False
2,0,1,0,2,2,2,4,51.61369863013699,20.687671232876717,1,1,1,0,2.0,False
2,0,1,1,2,4,1,4,28.731506849315068,9.512328767123288,1,0,1,0,2.0,False
1,0,1,0,4,2,1,4,41.66027397260274,9.761643835616438,1,0,0,0,1.0,False
2,0,1,2,2,2,3,4,34.3041095890411,10.512328767123288,1,0,0,0,4.0,False
2,0,1,0,5,2,2,4,60.367123287671234,-1000.6657534246576,1,0,0,0,2.0,False
2,0,1,0,5,2,2,3,61.53150684931507,-1000.6657534246576,1,0,1,0,2.0,False
2,0,1,0,4,2,3,4,40.26575342465753,4.841095890410959,1,0,0,0,2.0,False
2,0,1,0,5,2,2,4,62.64931506849315,-1000.6657534246576,1,0,0,0,2.0,False
1,1,1,2,4,3,2,4,43.654794520547945,10.093150684931508,1,1,0,0,4.0,False
2,0,1,0,5,2,2,4,55.271232876712325,-1000.6657534246576,1,0,0,0,2.0,False
2,0,1,0,2,2,5,4,62.05479452054794,39.28219178082192,1,0,0,0,1.0,False
2,1,1,0,4,2,2,4,46.85753424657534,4.090410958904109,1,0,0,0,2.0,False
1,1,0,1,2,4,2,4,35.59178082191781,2.0027397260273974,1,0,0,0,3.0,False
1,1,1,1,2,3,2,2,27.03013698630137,1.3397260273972602,1,0,0,0,3.0,False
2,0,1,0,3,4,2,4,37.02191780821918,17.517808219178082,1,0,1,0,2.0,False
2,0,1,0,5,2,2,4,64.40273972602739,-1000.6657534246576,1,0,1,0,2.0,False
1,0,1,2,4,4,2,4,34.80821917808219,2.421917808219178,1,1,1,0,4.0,False
1,1,1,0,2,2,2,4,33.87945205479452,10.008219178082191,1,1,1,0,2.0,False
2,0,1,0,2,2,2,4,37.21095890410959,9.512328767123288,1,0,0,0,2.0,False
2,0,1,1,2,4,1,4,37.61095890410959,3.4246575342465757,1,0,1,0,2.0,False
2,0,1,0,4,2,4,4,49.71780821917808,1.7589041095890412,1,0,0,0,1.0,False
2,0,0,0,2,2,2,1,44.31232876712329,0.7589041095890411,1,0,0,0,2.0,False
2,0,1,0,2,2,2,4,49.45479452054794,4.928767123287671,1,0,0,0,2.0,False
1,1,1,0,2,4,1,4,27.172602739726027,1.1726027397260277,1,0,0,0,1.0,False
1,1,1,0,2,3,2,3,32.04109589041096,6.676712328767123,1,1,0,0,2.0,False
2,1,0,0,5,2,2,4,59.27945205479452,-1000.6657534246576,1,0,0,0,2.0,False
1,1,1,0,2,2,1,3,39.13424657534247,6.005479452054795,1,0,0,0,1.0,False
2,1,1,0,5,2,2,4,54.00821917808219,-1000.6657534246576,1,0,0,0,2.0,False
2,1,1,0,4,4,5,4,53.394520547945206,14.6,1,0,1,0,1.0,False
1,1,0,0,4,2,2,2,43.72602739726028,4.50958904109589,1,0,0,0,2.0,False
2,0,0,0,2,2,2,3,54.583561643835615,8.846575342465753,1,0,0,0,2.0,False
1,1,0,3,4,2,2,3,37.48767123287672,19.435616438356163,1,0,0,0,5.0,False
2,0,1,0,5,2,1,4,56.45479452054794,-1000.6657534246576,1,0,0,0,1.0,False
2,1,0,1,2,4,2,4,29.13972602739726,2.506849315068493,1,0,0,0,3.0,False
1,1,1,0,5,2,4,4,62.96712328767124,-1000.6657534246576,1,0,1,0,1.0,False
1,1,1,1,2,2,2,4,28.36986301369863,1.7589041095890412,1,0,1,0,3.0,False
2,0,1,0,2,2,2,4,48.18356164383562,9.345205479452057,1,0,0,0,2.0,False
2,0,1,3,3,2,2,4,36.27945205479452,5.005479452054795,1,0,0,0,5.0,False
1,1,0,0,2,4,2,4,32.36164383561644,1.7589041095890412,1,0,0,0,2.0,False
1,1,1,0,5,2,2,4,57.38904109589041,-1000.6657534246576,1,0,1,0,2.0,False
2,0,0,2,3,4,2,4,30.34246575342466,7.693150684931507,1,1,0,0,4.0,False
2,1,0,1,3,2,2,4,39.9972602739726,5.7753424657534245,1,1,1,0,3.0,False
1,1,1,2,2,2,2,4,32.0027397260274,1.610958904109589,1,0,0,0,4.0,False
2,0,1,2,2,4,2,4,38.13972602739726,19.03835616438356,1,1,1,0,4.0,False
2,0,0,0,4,2,1,4,42.97534246575343,0.6109589041095891,1,0,0,1,1.0,False
2,0,0,0,5,4,5,4,67.77260273972603,-1000.6657534246576,1,0,1,0,1.0,False
2,0,1,0,5,2,2,4,65.69315068493151,-1000.6657534246576,1,0,0,0,2.0,False
2,0,1,1,4,2,2,4,34.18630136986302,9.778082191780822,1,0,0,0,3.0,False
2,0,1,0,2,2,2,4,50.701369863013696,9.945205479452056,1,0,0,0,2.0,False
2,1,1,0,4,2,2,4,47.38904109589041,5.528767123287671,1,0,0,0,2.0,False
2,0,1,0,5,1,1,4,58.367123287671234,-1000.6657534246576,1,0,0,0,1.0,False
2,0,1,0,5,2,2,4,61.49589041095891,-1000.6657534246576,1,0,0,0,2.0,False
2,0,1,0,5,2,5,4,57.64657534246575,-1000.6657534246576,1,0,0,0,1.0,False
2,0,1,1,2,2,2,4,32.92328767123288,0.5260273972602739,1,0,0,0,3.0,False
2,0,1,0,5,2,2,4,64.22465753424657,-1000.6657534246576,1,0,1,0,2.0,False
2,0,1,0,3,4,2,4,49.942465753424656,3.5287671232876714,1,0,0,0,2.0,False
2,0,1,0,5,2,2,4,56.61917808219178,-1000.6657534246576,1,0,0,0,2.0,False
2,0,1,0,2,2,2,4,50.31232876712329,3.361643835616438,1,0,0,0,2.0,False
2,0,1,0,2,2,2,4,37.04109589041096,15.035616438356165,1,0,0,0,2.0,False
1,0,1,0,5,2,2,4,63.276712328767125,-1000.6657534246576,1,0,0,0,2.0,False
2,0,0,1,2,2,1,3,31.27671232876712,8.197260273972603,1,0,0,0,2.0,False
1,1,1,1,2,4,2,6,36.45753424657534,3.361643835616438,1,0,1,0,3.0,False
1,0,0,1,2,2,2,2,34.3041095890411,0.1917808219178082,1,0,0,0,3.0,False
2,0,1,0,2,2,2,4,54.5013698630137,14.6986301369863,1,1,1,0,2.0,False
1,1,1,2,4,2,2,4,34.827397260273976,0.3589041095890411,1,0,0,0,4.0,False
1,1,1,0,2,2,2,2,27.2,4.1945205479452055,1,0,0,0,2.0,False
1,1,1,1,2,4,2,4,28.98630136986301,7.03013698630137,1,0,0,0,3.0,False
2,0,1,0,2,2,5,4,56.11506849315069,13.780821917808218,1,1,1,0,1.0,False
2,0,1,0,5,2,3,4,58.12602739726027,-1000.6657534246576,1,0,1,0,2.0,False
1,1,1,0,2,2,2,4,44.59452054794521,19.12054794520548,1,0,0,0,2.0,False
2,0,0,0,4,2,2,4,65.02465753424657,16.621917808219177,1,0,0,0,2.0,False
2,0,1,1,4,3,3,4,37.09315068493151,4.528767123287671,1,1,1,0,3.0,False
2,0,1,1,3,2,2,4,45.0,7.786301369863014,1,0,0,0,3.0,False
2,0,1,1,4,2,2,4,32.602739726027394,9.205479452054794,1,0,0,0,3.0,False
2,1,1,0,2,4,4,4,36.03013698630137,10.205479452054794,1,0,0,0,1.0,False
1,1,1,0,5,4,2,4,66.20821917808219,-1000.6657534246576,1,0,0,0,2.0,False
1,1,1,0,2,2,2,4,52.52328767123288,21.38082191780822,1,1,0,0,2.0,False
1,1,1,0,4,2,2,4,49.227397260273975,2.452054794520548,1,1,0,0,2.0,False
2,0,1,0,5,4,1,4,60.227397260273975,-1000.6657534246576,1,0,0,0,1.0,False
1,0,1,0,2,2,2,4,51.701369863013696,9.53972602739726,1,0,0,0,2.0,False
1,1,0,1,3,2,2,2,42.18904109589041,17.958904109589042,1,0,0,0,3.0,False
2,0,1,0,5,2,2,4,63.43287671232877,-1000.6657534246576,1,0,1,0,2.0,False
2,1,0,0,4,2,2,4,41.43287671232877,7.871232876712328,1,0,1,0,2.0,False
2,0,1,2,2,2,2,4,39.342465753424655,4.287671232876712,1,0,0,0,4.0,False
2,0,0,0,5,4,5,4,58.16986301369863,-1000.6657534246576,1,0,1,0,1.0,False
2,0,1,2,2,2,2,4,38.17808219178082,1.5342465753424657,1,1,1,0,4.0,False
2,0,1,0,2,2,2,4,54.895890410958906,11.208219178082192,1,1,1,0,2.0,False
1,1,1,2,4,2,2,4,37.24931506849315,6.2027397260273975,1,0,0,0,4.0,False
2,0,1,0,5,2,5,4,60.3013698630137,-1000.6657534246576,1,0,1,0,1.0,False
1,0,1,1,2,4,2,4,37.484931506849314,14.95890410958904,1,1,1,0,3.0,False
2,0,1,0,3,4,2,4,34.09315068493151,7.53972602739726,1,0,0,0,2.0,False
2,0,1,0,3,2,1,4,53.6054794520548,16.791780821917808,1,1,0,0,1.0,False
2,0,1,0,5,2,2,4,58.84383561643836,-1000.6657534246576,1,0,1,0,2.0,False
2,1,1,0,2,2,2,3,52.92054794520548,16.545205479452054,1,0,0,0,2.0,False
2,0,1,1,2,2,2,4,40.12054794520548,9.953424657534246,1,0,0,0,3.0,False
2,0,1,1,2,2,2,4,45.52328767123288,7.457534246575342,1,1,1,0,3.0,False
2,1,1,0,2,2,2,4,45.23561643835617,8.624657534246575,1,0,0,0,2.0,False
2,0,1,1,4,4,2,4,43.06849315068493,7.038356164383561,1,0,1,0,3.0,False
2,0,1,0,2,2,4,4,47.16712328767123,3.117808219178082,1,0,0,0,1.0,False
2,1,1,2,2,2,2,4,35.69315068493151,0.284931506849315,1,0,1,0,4.0,False
2,1,1,0,5,2,2,4,60.97534246575343,-1000.6657534246576,1,0,0,0,2.0,False
2,0,1,0,2,2,1,4,43.394520547945206,3.783561643835617,1,0,1,0,1.0,False
1,0,1,1,2,1,1,4,44.92054794520548,7.624657534246575,1,1,1,0,2.0,False
2,0,1,0,5,2,5,4,66.58356164383562,-1000.6657534246576,1,0,0,0,1.0,False
2,1,0,0,2,2,2,4,28.35890410958904,3.621917808219178,1,0,0,0,2.0,False
2,0,1,0,5,2,2,4,59.35616438356164,-1000.6657534246576,1,0,1,0,2.0,False
2,1,1,0,5,2,3,4,62.85479452054795,-1000.6657534246576,1,0,0,0,2.0,False
2,0,1,0,5,2,4,4,61.4986301369863,-1000.6657534246576,1,0,1,0,1.0,False
1,0,1,0,2,4,1,4,54.02191780821918,5.6219178082191785,1,0,1,0,1.0,False
2,0,0,0,5,2,2,4,56.37808219178082,-1000.6657534246576,1,0,0,0,2.0,False
2,1,1,0,3,4,4,4,50.67397260273973,7.53972602739726,1,0,0,0,1.0,False
1,1,1,0,5,2,1,4,63.07397260273972,-1000.6657534246576,1,0,0,0,1.0,False
2,0,1,1,2,2,4,4,48.81369863013698,12.04109589041096,1,0,0,0,2.0,False
2,0,0,1,2,2,3,4,37.71506849315068,10.457534246575342,1,1,0,0,3.0,False
2,0,1,0,2,2,4,4,49.5013698630137,24.301369863013697,1,0,0,0,1.0,False
1,1,0,0,2,2,1,4,49.342465753424655,7.701369863013698,1,1,0,0,1.0,False
2,0,1,1,2,2,2,4,37.512328767123286,1.947945205479452,1,0,0,0,3.0,False
2,1,1,0,2,2,2,4,37.983561643835614,3.117808219178082,1,0,0,0,2.0,False
2,1,1,0,2,2,4,4,47.895890410958906,6.2027397260273975,1,0,0,0,1.0,False
2,0,1,0,5,2,3,4,60.18356164383562,-1000.6657534246576,1,0,0,0,2.0,False
1,0,1,0,2,4,2,4,54.41643835616439,6.287671232876712,1,1,1,0,2.0,False
1,1,0,2,2,2,2,1,33.28493150684932,0.5342465753424658,1,0,0,0,4.0,False
1,1,1,0,4,4,2,4,52.45753424657534,5.117808219178082,1,0,1,0,2.0,False
2,1,1,0,3,4,2,4,44.704109589041096,6.13972602739726,1,0,0,0,2.0,False
2,0,1,0,2,2,2,4,46.12054794520548,13.9013698630137,1,0,0,0,2.0,False
2,0,1,0,4,4,1,4,49.43013698630137,4.391780821917808,1,0,1,1,1.0,False
1,1,0,4,4,2,2,4,41.99452054794521,7.063013698630137,1,0,0,0,6.0,False
2,1,1,1,2,2,2,4,38.772602739726025,15.232876712328768,1,0,0,0,3.0,False
1,0,1,0,2,2,3,4,44.586301369863016,3.978082191780822,1,0,1,0,2.0,False
1,1,1,0,2,2,2,4,32.02191780821918,3.558904109589041,1,0,0,1,2.0,False
1,1,1,1,2,2,2,4,47.37808219178082,0.5561643835616439,1,0,1,1,3.0,False
2,1,0,2,2,3,2,4,34.87671232876713,6.063013698630137,1,0,0,0,4.0,False
2,0,0,1,4,3,2,1,32.71506849315068,7.561643835616438,1,0,0,0,3.0,False
2,0,1,0,2,4,4,4,54.07123287671233,34.57808219178082,1,0,1,0,1.0,False
1,1,1,0,2,2,4,4,38.12054794520548,1.389041095890411,1,0,0,0,1.0,False
1,1,1,0,4,3,2,4,54.33972602739726,1.3068493150684932,1,0,0,0,2.0,False
1,0,0,0,4,2,3,4,32.56986301369863,0.8082191780821918,1,0,0,0,2.0,False
1,1,0,0,5,4,2,4,62.96438356164384,-1000.6657534246576,1,0,0,0,2.0,False
2,0,1,0,2,2,3,4,49.28219178082192,1.726027397260274,1,0,1,0,2.0,False
2,1,0,1,2,4,1,1,37.97534246575343,14.816438356164385,1,0,0,0,2.0,False
2,0,1,0,4,2,2,4,48.01095890410959,5.978082191780822,1,1,1,0,2.0,False
1,1,1,1,2,4,2,4,34.035616438356165,15.4,1,0,0,1,3.0,False
2,0,1,0,2,2,3,4,53.95068493150685,6.6438356164383565,1,0,0,0,2.0,False
2,0,1,0,2,2,1,4,49.945205479452056,0.473972602739726,1,0,0,0,1.0,False
1,1,0,0,2,2,2,5,41.347945205479455,2.7260273972602738,1,0,0,1,2.0,False
2,0,0,0,2,2,5,3,54.43287671232877,8.98082191780822,1,0,0,0,1.0,False
1,1,1,1,2,2,2,4,26.76164383561644,4.063013698630137,1,1,0,1,3.0,False
1,1,0,0,2,2,1,1,31.07945205479452,9.065753424657537,1,0,0,0,1.0,False
2,0,0,0,4,4,2,3,38.07945205479452,12.9013698630137,1,0,0,0,2.0,False
2,1,1,0,4,2,2,4,40.18356164383562,3.895890410958904,1,0,0,0,2.0,False
2,1,1,0,2,2,2,4,51.75616438356165,1.3068493150684932,1,0,1,1,2.0,False
2,1,1,0,4,4,5,4,52.46027397260274,15.736986301369862,1,0,1,1,1.0,False
2,0,1,0,2,2,4,4,53.79178082191781,3.06027397260274,1,0,0,0,1.0,False
1,1,1,0,2,4,2,4,42.701369863013696,9.142465753424656,1,0,0,0,2.0,False
2,1,1,0,2,2,1,4,49.50958904109589,7.7315068493150685,1,0,0,0,1.0,False
2,1,1,0,5,2,2,4,55.6054794520548,-1000.6657534246576,1,0,1,0,2.0,False
2,0,1,1,3,2,2,4,39.92876712328767,2.6410958904109587,1,0,1,1,3.0,False
1,1,1,0,3,2,2,4,45.06575342465754,7.7315068493150685,1,0,1,0,2.0,False
1,0,1,0,2,1,2,3,28.945205479452056,2.221917808219178,1,1,1,0,2.0,False
2,1,1,2,2,2,2,4,33.989041095890414,0.726027397260274,1,0,0,1,4.0,False
2,0,1,0,5,1,2,4,59.18356164383562,-1000.6657534246576,1,0,0,0,2.0,False
1,1,1,0,2,4,1,4,27.78904109589041,1.0602739726027397,1,0,0,1,1.0,False
1,1,1,0,2,2,3,4,29.145205479452056,1.3068493150684932,1,0,1,0,2.0,False
2,1,1,0,2,2,2,4,54.038356164383565,34.49589041095891,1,0,0,0,2.0,False
2,1,1,0,4,4,2,4,55.24657534246575,17.986301369863014,1,0,0,0,2.0,False
2,0,1,0,2,2,2,4,42.81917808219178,0.9753424657534246,1,0,0,0,2.0,False
2,0,1,0,5,2,2,4,63.75342465753425,-1000.6657534246576,1,0,0,1,2.0,False
1,0,1,0,4,3,3,2,29.44109589041096,1.556164383561644,1,0,0,0,2.0,False
1,1,0,1,2,2,4,4,34.772602739726025,2.893150684931507,1,0,1,0,2.0,False
2,1,1,0,4,2,2,4,42.88493150684931,15.068493150684931,1,0,0,1,2.0,False
2,0,1,0,5,4,2,4,60.44383561643836,-1000.6657534246576,1,0,0,0,2.0,False
1,0,0,0,4,4,2,4,54.78356164383562,1.893150684931507,1,0,0,0,2.0,False
2,0,1,0,2,2,2,4,59.342465753424655,5.13972602739726,1,0,0,0,2.0,False
2,1,1,2,3,4,2,4,31.12054794520548,4.728767123287671,1,0,0,0,4.0,False
2,0,1,2,4,2,2,4,36.57808219178082,0.8082191780821918,1,0,0,0,4.0,False
1,0,0,2,2,2,2,4,39.88219178082192,6.895890410958904,1,0,0,0,4.0,False
1,1,1,0,4,4,1,1,29.263013698630136,5.895890410958904,1,0,1,0,1.0,False
1,0,1,1,2,4,2,4,25.76164383561644,5.476712328767123,1,1,1,0,3.0,False
1,0,1,1,4,2,1,4,39.43287671232877,5.30958904109589,1,0,0,0,2.0,False
2,0,0,0,5,4,5,4,64.58904109589041,-1000.6657534246576,1,0,0,1,1.0,False
1,0,0,0,2,3,3,4,30.019178082191782,4.476712328767123,1,0,0,0,2.0,False
1,1,1,0,2,2,2,4,28.745205479452054,7.7315068493150685,1,0,0,0,2.0,False
2,0,1,0,4,2,2,4,46.35616438356164,25.153424657534245,1,0,1,1,2.0,False
2,0,1,0,4,4,2,4,32.75890410958904,5.978082191780822,1,0,0,0,2.0,False
2,0,1,0,2,2,2,4,48.12876712328767,10.73150684931507,1,0,0,0,2.0,False
2,0,1,0,5,4,2,4,59.64931506849315,-1000.6657534246576,1,0,1,0,2.0,False
1,0,1,0,2,2,2,4,26.252054794520543,8.227397260273973,1,0,0,1,2.0,False
2,1,1,1,4,4,4,4,50.271232876712325,19.73972602739726,1,0,0,0,2.0,False
1,1,0,1,2,4,2,2,29.635616438356163,0.5561643835616439,1,0,1,0,3.0,False
2,0,1,0,3,4,5,4,54.67123287671233,16.986301369863014,1,0,0,0,1.0,False
2,0,1,0,2,2,2,4,36.37534246575343,4.391780821917808,1,0,0,1,2.0,False
2,0,1,0,2,4,2,1,25.92054794520548,1.2219178082191782,1,0,0,1,2.0,False
1,1,1,0,4,4,2,4,41.0958904109589,3.06027397260274,1,0,0,1,2.0,False
1,0,1,0,4,2,2,4,34.2,11.065753424657537,1,0,0,0,2.0,False
2,1,0,1,2,4,2,4,28.88219178082192,7.142465753424657,1,0,0,0,3.0,False
2,0,1,0,2,2,2,4,42.21369863013699,4.728767123287671,1,0,0,1,2.0,False
1,0,1,2,4,4,2,4,61.86849315068493,3.810958904109589,1,0,1,0,4.0,False
2,0,1,0,2,2,2,4,43.38630136986301,8.312328767123288,1,0,0,0,2.0,False
2,0,1,0,5,2,2,4,61.5013698630137,-1000.6657534246576,1,0,0,0,2.0,False
2,1,1,1,2,4,2,4,33.07123287671233,1.9753424657534249,1,0,0,0,3.0,False
2,0,1,0,2,4,3,4,48.01643835616439,9.142465753424656,1,0,0,0,2.0,False
2,0,1,0,4,2,2,4,50.66575342465753,1.0602739726027397,1,0,0,0,2.0,False
1,0,1,0,2,2,2,4,52.98082191780822,4.6438356164383565,1,0,0,0,2.0,False
1,0,1,0,2,4,2,4,40.942465753424656,5.6438356164383565,1,0,0,0,2.0,False
2,0,1,0,4,2,2,4,43.72876712328768,17.81917808219178,1,1,1,0,2.0,False
2,1,1,1,2,2,2,4,35.912328767123284,3.558904109589041,1,0,0,0,3.0,False
1,1,1,1,2,2,2,4,37.99178082191781,8.479452054794521,1,0,0,0,3.0,False
1,0,1,0,2,2,3,4,33.54520547945206,8.065753424657535,1,0,0,0,2.0,False
1,0,1,1,2,2,2,4,45.96438356164384,8.98082191780822,1,0,0,0,3.0,False
2,0,1,3,2,2,2,4,41.32328767123288,4.558904109589041,1,0,0,0,5.0,False
1,0,0,3,2,2,3,1,33.07397260273972,3.895890410958904,1,0,0,1,5.0,False
2,1,1,2,5,2,1,4,59.72054794520548,-1000.6657534246576,1,0,0,0,3.0,False
1,0,0,0,2,2,1,4,27.84109589041096,3.895890410958904,1,0,0,0,1.0,False
2,0,0,0,5,2,5,4,59.89315068493151,-1000.6657534246576,1,0,0,0,1.0,False
1,1,1,0,2,1,4,4,52.50410958904109,10.47945205479452,1,1,0,0,1.0,False
2,0,0,0,2,2,2,4,27.295890410958904,5.13972602739726,1,0,0,0,2.0,False
2,1,1,0,2,2,2,4,47.12876712328767,4.895890410958904,1,0,0,0,2.0,False
2,0,1,0,2,2,5,4,47.77534246575343,0.3890410958904109,1,0,0,0,1.0,False
2,0,1,0,3,2,2,4,47.72602739726028,0.6410958904109589,1,0,0,0,2.0,False
2,0,1,0,5,2,2,4,61.04931506849315,-1000.6657534246576,1,0,0,0,2.0,False
2,1,1,0,5,4,4,4,59.84657534246576,-1000.6657534246576,1,0,0,0,1.0,False
2,1,1,3,4,2,2,4,31.13150684931507,1.9753424657534249,1,0,1,0,5.0,False
2,0,1,0,2,2,4,4,52.227397260273975,6.063013698630137,1,1,1,1,1.0,False
2,0,0,2,2,1,1,4,42.11780821917808,6.391780821917808,1,0,0,0,3.0,False
1,1,1,0,2,4,2,4,33.59452054794521,0.9753424657534246,1,0,0,0,2.0,False
2,0,1,0,2,2,2,4,37.99452054794521,1.1369863013698631,1,0,0,0,2.0,False
2,0,1,1,2,2,2,4,42.64383561643836,23.991780821917807,1,0,1,0,3.0,False
2,0,1,2,2,2,2,4,33.35890410958904,14.564383561643837,1,0,1,0,4.0,False
1,0,1,0,2,2,1,1,24.057534246575344,1.641095890410959,1,0,0,0,1.0,False
2,0,1,0,5,2,2,4,63.63013698630137,-1000.6657534246576,1,0,0,0,2.0,False
1,1,1,2,4,4,2,4,36.706849315068496,8.227397260273973,1,0,0,0,4.0,False
2,0,1,1,2,2,2,4,26.63013698630137,1.389041095890411,1,0,0,1,3.0,False
2,0,1,0,2,2,2,4,54.583561643835615,2.6410958904109587,1,0,0,0,2.0,False
2,0,1,1,2,3,4,4,27.816438356164383,1.641095890410959,1,0,0,0,2.0,False
2,0,1,0,5,2,5,4,60.32054794520548,-1000.6657534246576,1,0,1,0,1.0,False
2,0,1,0,4,3,2,4,25.65205479452055,2.893150684931507,1,0,0,1,2.0,False
1,1,1,2,2,4,2,4,31.68219178082192,8.065753424657535,1,0,0,1,4.0,False
1,1,0,1,3,2,2,4,36.24657534246575,9.98082191780822,1,0,0,1,3.0,False
2,1,1,2,3,4,2,4,40.35890410958904,12.64931506849315,1,0,0,0,4.0,False
2,0,1,0,2,2,2,4,45.71506849315068,1.641095890410959,1,0,0,0,2.0,False
2,1,1,0,4,2,2,4,34.43835616438356,8.479452054794521,1,1,0,0,2.0,False
2,0,1,0,2,2,5,4,55.20821917808219,1.4383561643835616,1,0,0,0,1.0,False
2,0,0,0,5,2,2,4,62.87671232876713,-1000.6657534246576,1,0,1,0,2.0,False
1,1,0,0,2,2,2,4,40.64109589041096,10.446575342465753,1,0,1,0,2.0,False
2,0,0,0,2,2,2,4,48.83561643835616,23.04109589041096,1,1,1,0,2.0,False
2,1,0,0,4,4,2,4,40.78630136986301,5.945205479452055,1,0,0,0,2.0,False
2,0,0,0,4,4,3,4,50.95342465753425,11.112328767123287,1,1,1,0,2.0,False
2,0,0,0,4,2,2,4,34.13972602739726,4.945205479452055,1,1,0,0,2.0,False
2,0,1,3,2,3,2,4,32.98082191780822,10.780821917808218,1,1,0,0,5.0,False
2,1,1,0,4,2,2,4,55.92328767123288,14.868493150684932,1,0,0,0,2.0,False
2,0,1,0,5,2,2,4,56.8986301369863,-1000.6657534246576,1,0,0,0,2.0,False
2,0,0,1,2,2,2,4,53.92876712328767,32.964383561643835,1,0,1,0,3.0,False
2,0,1,0,4,2,2,4,52.0027397260274,8.10958904109589,1,0,0,0,2.0,False
1,1,1,0,2,2,2,4,53.84383561643836,31.046575342465754,1,0,0,0,2.0,False
1,1,0,0,2,2,2,4,41.72054794520548,12.197260273972605,1,0,0,0,2.0,False
1,1,1,0,4,2,2,4,46.87671232876713,2.356164383561644,1,0,0,0,2.0,False
1,1,1,0,4,2,2,4,48.0027397260274,1.2684931506849315,1,0,1,0,2.0,False
1,1,1,0,2,2,2,4,27.09315068493151,6.271232876712329,1,0,0,0,2.0,False
2,0,1,2,4,2,3,4,36.56438356164384,1.6027397260273972,1,0,1,1,4.0,False
2,0,1,0,5,2,2,4,51.84657534246576,-1000.6657534246576,1,0,1,0,2.0,False
1,1,1,0,3,4,2,4,48.293150684931504,13.194520547945206,1,0,1,0,2.0,False
2,1,1,0,3,2,2,4,35.75068493150685,17.53150684931507,1,1,0,0,2.0,False
2,0,0,0,5,2,2,4,59.78356164383562,-1000.6657534246576,1,0,0,0,2.0,False
1,1,1,0,4,2,2,4,51.76986301369863,4.550684931506849,1,0,0,0,2.0,False
2,0,1,0,5,2,2,4,60.58904109589041,-1000.6657534246576,1,0,1,0,2.0,False
2,1,1,0,5,2,2,4,58.52328767123288,-1000.6657534246576,1,0,0,0,2.0,False
2,1,1,0,5,2,3,4,58.64657534246575,-1000.6657534246576,1,0,1,0,2.0,False
1,0,1,0,2,2,2,4,53.17260273972602,12.473972602739726,1,0,1,0,2.0,False
2,0,1,0,5,2,4,4,63.38904109589041,-1000.6657534246576,1,0,0,0,1.0,False
2,0,0,0,5,4,2,4,57.367123287671234,-1000.6657534246576,1,0,1,0,2.0,False
2,0,1,2,2,2,2,4,28.92328767123288,0.2986301369863013,1,0,1,0,4.0,False
2,0,1,0,5,4,2,4,58.61369863013699,-1000.6657534246576,1,0,0,0,2.0,False
1,0,1,0,2,4,2,4,38.41917808219178,11.726027397260276,1,1,0,0,2.0,False
1,1,1,2,2,4,2,4,36.865753424657534,2.717808219178082,1,0,0,0,4.0,False
1,1,1,0,4,2,2,4,25.3972602739726,4.550684931506849,1,1,1,0,2.0,False
1,0,1,0,4,2,2,4,48.08219178082192,7.638356164383562,1,0,0,0,2.0,False
2,0,0,0,2,2,2,4,41.45205479452055,0.4657534246575342,1,0,0,0,2.0,False
2,0,1,0,5,2,4,4,64.66301369863014,-1000.6657534246576,1,0,1,0,1.0,False
2,0,0,0,5,2,2,4,56.99452054794521,-1000.6657534246576,1,0,0,0,2.0,False
2,0,1,0,2,2,2,4,42.43287671232877,6.720547945205479,1,0,0,0,2.0,False
2,0,0,0,3,2,2,4,41.9972602739726,23.315068493150687,1,0,0,0,2.0,False
2,0,1,0,5,2,2,4,60.46027397260274,-1000.6657534246576,1,0,0,0,2.0,False
2,0,1,0,5,2,2,4,49.88219178082192,-1000.6657534246576,1,0,1,0,2.0,False
2,0,1,0,5,2,2,4,64.87123287671233,-1000.6657534246576,1,0,0,0,2.0,False
